industry,make_a,make_b,mean_a,mean_b,lift_%,p_value,is_significant
INDUSTRY_7,MAKE_9,MAKE_15,457.0,712.3636363636364,-35.847371107708014,6.958740437806553e-05,False
INDUSTRY_7,MAKE_4,MAKE_6,435.7253787878788,284.4318181818182,53.19150352909842,0.00010269678056825933,True
INDUSTRY_7,MAKE_5,MAKE_2,494.33720930232556,292.64285714285717,68.92167269300847,0.002140947161030255,True
INDUSTRY_7,MAKE_6,MAKE_9,284.4318181818182,457.0,-37.76109011338771,0.0033877029673104195,False
INDUSTRY_7,MAKE_5,MAKE_12,494.33720930232556,325.6,51.82346723044395,0.003753704311302878,True
INDUSTRY_7,MAKE_4,MAKE_5,435.7253787878788,494.33720930232556,-11.856649552471998,0.003765278063753358,False
INDUSTRY_7,MAKE_4,MAKE_7,435.7253787878788,368.2204724409449,18.33274122414808,0.004933008777872553,True
INDUSTRY_7,MAKE_1,MAKE_2,466.83870967741933,292.64285714285717,59.525065547568225,0.0056345667887259835,True
INDUSTRY_7,MAKE_6,MAKE_3,284.4318181818182,440.0263157894737,-35.36027097117941,0.008235788126834455,False
INDUSTRY_7,MAKE_1,MAKE_12,466.83870967741933,325.6,43.37798208765949,0.010469211794877795,True
INDUSTRY_7,MAKE_4,MAKE_2,435.7253787878788,292.64285714285717,48.893221943624674,0.01873933448747168,True
INDUSTRY_7,MAKE_9,MAKE_2,457.0,292.64285714285717,56.16304613131559,0.02428661438125091,True
INDUSTRY_7,MAKE_1,MAKE_4,466.83870967741933,435.7253787878788,7.140582670693416,0.030222095960503913,False
INDUSTRY_7,MAKE_4,MAKE_12,435.7253787878788,325.6,33.82229078251805,0.03542364875033287,True
