lubrication_type,bearing_type_assigned_1,num_bearing_makes,bearing_makes
Not Available,Bearing_479,1,['MAKE_4']
Not Available,Bearing_48,1,['MAKE_1']
Not Available,Bearing_481,1,['MAKE_1']
Not Available,Bearing_482,1,['MAKE_1']
Not Available,Bearing_483,1,['MAKE_1']
Not Available,Bearing_484,1,['MAKE_1']
Not Available,Bearing_485,1,['MAKE_4']
Not Available,Bearing_486,1,['MAKE_1']
Not Available,Bearing_487,1,['MAKE_4']
Not Available,Bearing_488,1,['MAKE_1']
Not Available,Bearing_49,1,['MAKE_1']
Not Available,Bearing_490,1,['MAKE_1']
Not Available,Bearing_492,1,['MAKE_1']
Not Available,Bearing_493,1,['MAKE_1']
Not Available,Bearing_494,1,['MAKE_4']
Not Available,Bearing_495,1,['MAKE_1']
Not Available,Bearing_497,1,['MAKE_3']
Not Available,Bearing_499,1,['MAKE_4']
Not Available,Bearing_5,1,['MAKE_1']
Not Available,Bearing_50,1,['MAKE_4']
Not Available,Bearing_500,1,['MAKE_9']
Not Available,Bearing_501,1,['MAKE_1']
Not Available,Bearing_502,1,['MAKE_1']
Not Available,Bearing_503,1,['MAKE_4']
Not Available,Bearing_504,1,['MAKE_1']
Not Available,Bearing_506,1,['MAKE_1']
Not Available,Bearing_507,1,['MAKE_2']
Not Available,Bearing_508,1,['MAKE_1']
Not Available,Bearing_509,1,['MAKE_1']
Not Available,Bearing_51,1,['MAKE_5']
Not Available,Bearing_511,1,['MAKE_1']
Not Available,Bearing_513,1,['MAKE_4']
Not Available,Bearing_514,1,['MAKE_7']
Not Available,Bearing_515,1,['MAKE_1']
Not Available,Bearing_516,1,['MAKE_1']
Not Available,Bearing_518,1,['MAKE_1']
Not Available,Bearing_519,1,['MAKE_1']
Not Available,Bearing_52,1,['MAKE_1']
Not Available,Bearing_520,1,['MAKE_1']
Not Available,Bearing_521,1,['MAKE_1']
Not Available,Bearing_522,1,['MAKE_1']
Not Available,Bearing_523,1,['MAKE_1']
Not Available,Bearing_525,1,['MAKE_1']
Not Available,Bearing_526,1,['MAKE_1']
Not Available,Bearing_527,1,['MAKE_1']
Not Available,Bearing_528,1,['MAKE_3']
Not Available,Bearing_529,1,['MAKE_1']
Not Available,Bearing_53,1,['MAKE_4']
Not Available,Bearing_530,1,['MAKE_3']
Not Available,Bearing_531,1,['MAKE_4']
Not Available,Bearing_533,1,['MAKE_1']
Not Available,Bearing_536,1,['MAKE_1']
Not Available,Bearing_537,1,['MAKE_1']
Not Available,Bearing_538,1,['MAKE_4']
Not Available,Bearing_539,1,['MAKE_4']
Not Available,Bearing_54,1,['MAKE_1']
Not Available,Bearing_540,1,['MAKE_4']
Not Available,Bearing_541,1,['MAKE_1']
Not Available,Bearing_542,1,['MAKE_4']
Not Available,Bearing_543,1,['MAKE_7']
Not Available,Bearing_544,1,['MAKE_6']
Not Available,Bearing_545,1,['MAKE_1']
Not Available,Bearing_546,1,['MAKE_4']
Not Available,Bearing_547,1,['MAKE_1']
Not Available,Bearing_548,1,['MAKE_4']
Not Available,Bearing_549,1,['MAKE_6']
Not Available,Bearing_55,1,['MAKE_4']
Not Available,Bearing_550,1,['MAKE_6']
Not Available,Bearing_551,1,['MAKE_4']
Not Available,Bearing_552,1,['MAKE_1']
Not Available,Bearing_553,1,['MAKE_4']
Not Available,Bearing_554,1,['MAKE_1']
Not Available,Bearing_555,1,['MAKE_2']
Not Available,Bearing_556,1,['MAKE_5']
Not Available,Bearing_557,1,['MAKE_3']
Not Available,Bearing_558,1,['MAKE_4']
Not Available,Bearing_559,1,['MAKE_1']
Not Available,Bearing_560,1,['MAKE_1']
Not Available,Bearing_561,1,['MAKE_1']
Not Available,Bearing_562,1,['MAKE_9']
Not Available,Bearing_564,1,['MAKE_1']
Not Available,Bearing_565,1,['MAKE_1']
Not Available,Bearing_566,1,['MAKE_1']
Not Available,Bearing_567,1,['MAKE_4']
Not Available,Bearing_568,1,['MAKE_4']
Not Available,Bearing_569,1,['MAKE_1']
Not Available,Bearing_57,1,['MAKE_1']
Not Available,Bearing_570,1,['MAKE_8']
Not Available,Bearing_571,1,['MAKE_5']
Not Available,Bearing_572,1,['MAKE_7']
Not Available,Bearing_573,1,['MAKE_1']
Not Available,Bearing_575,1,['MAKE_1']
Not Available,Bearing_576,1,['MAKE_4']
Not Available,Bearing_577,1,['MAKE_1']
Not Available,Bearing_578,1,['MAKE_1']
Not Available,Bearing_579,1,['MAKE_1']
Not Available,Bearing_58,1,['MAKE_1']
Not Available,Bearing_582,1,['MAKE_4']
Not Available,Bearing_583,1,['MAKE_4']
Not Available,Bearing_584,1,['MAKE_4']
Not Available,Bearing_585,1,['MAKE_1']
Not Available,Bearing_587,1,['MAKE_1']
Not Available,Bearing_588,1,['MAKE_1']
Not Available,Bearing_589,1,['MAKE_1']
Not Available,Bearing_59,1,['MAKE_1']
Not Available,Bearing_591,1,['MAKE_4']
Not Available,Bearing_592,1,['MAKE_1']
Not Available,Bearing_593,1,['MAKE_1']
Not Available,Bearing_594,1,['MAKE_1']
Not Available,Bearing_595,1,['MAKE_1']
Not Available,Bearing_597,1,['MAKE_4']
Not Available,Bearing_6,1,['MAKE_1']
Not Available,Bearing_60,1,['MAKE_5']
Not Available,Bearing_600,1,['MAKE_1']
Not Available,Bearing_601,1,['MAKE_1']
Not Available,Bearing_602,1,['MAKE_1']
Not Available,Bearing_603,1,['MAKE_8']
Not Available,Bearing_604,1,['MAKE_6']
Not Available,Bearing_606,1,['MAKE_1']
Not Available,Bearing_608,1,['MAKE_4']
Not Available,Bearing_61,1,['MAKE_4']
Not Available,Bearing_613,1,['MAKE_1']
Not Available,Bearing_614,1,['MAKE_1']
Not Available,Bearing_615,1,['MAKE_3']
Not Available,Bearing_618,1,['MAKE_4']
Not Available,Bearing_62,1,['MAKE_6']
Not Available,Bearing_620,1,['MAKE_1']
Not Available,Bearing_624,1,['MAKE_1']
Not Available,Bearing_625,1,['MAKE_1']
Not Available,Bearing_626,1,['MAKE_8']
Not Available,Bearing_627,1,['MAKE_1']
Not Available,Bearing_629,1,['MAKE_1']
Not Available,Bearing_63,1,['MAKE_1']
Not Available,Bearing_631,1,['MAKE_1']
Not Available,Bearing_634,1,['MAKE_4']
Not Available,Bearing_636,1,['MAKE_1']
Not Available,Bearing_637,1,['MAKE_1']
Not Available,Bearing_639,1,['MAKE_1']
Not Available,Bearing_64,1,['MAKE_1']
Not Available,Bearing_640,1,['MAKE_7']
Not Available,Bearing_641,1,['MAKE_1']
Not Available,Bearing_642,1,['MAKE_8']
Not Available,Bearing_644,1,['MAKE_4']
Not Available,Bearing_646,1,['MAKE_4']
Not Available,Bearing_647,1,['MAKE_4']
Not Available,Bearing_648,1,['MAKE_4']
Not Available,Bearing_649,1,['MAKE_1']
Not Available,Bearing_65,1,['MAKE_4']
Not Available,Bearing_650,1,['MAKE_1']
Not Available,Bearing_651,1,['MAKE_8']
Not Available,Bearing_652,1,['MAKE_4']
Not Available,Bearing_653,1,['MAKE_8']
Not Available,Bearing_656,1,['MAKE_1']
Not Available,Bearing_657,1,['MAKE_4']
Not Available,Bearing_66,1,['MAKE_1']
Not Available,Bearing_663,1,['MAKE_1']
Not Available,Bearing_666,1,['MAKE_1']
Not Available,Bearing_668,1,['MAKE_4']
Not Available,Bearing_669,1,['MAKE_4']
Not Available,Bearing_67,1,['MAKE_1']
Not Available,Bearing_670,1,['MAKE_1']
Not Available,Bearing_671,1,['MAKE_4']
Not Available,Bearing_673,1,['MAKE_1']
Not Available,Bearing_674,1,['MAKE_4']
Not Available,Bearing_675,1,['MAKE_1']
Not Available,Bearing_676,1,['MAKE_1']
Not Available,Bearing_679,1,['MAKE_1']
Not Available,Bearing_68,1,['MAKE_1']
Not Available,Bearing_680,1,['MAKE_13']
Not Available,Bearing_681,1,['MAKE_1']
Not Available,Bearing_682,1,['MAKE_1']
Not Available,Bearing_683,1,['MAKE_1']
Not Available,Bearing_684,1,['MAKE_1']
Not Available,Bearing_687,1,['MAKE_4']
Not Available,Bearing_689,1,['MAKE_1']
Not Available,Bearing_69,1,['MAKE_1']
Not Available,Bearing_690,1,['MAKE_1']
Not Available,Bearing_691,1,['MAKE_1']
Not Available,Bearing_693,1,['MAKE_1']
Not Available,Bearing_695,1,['MAKE_1']
Not Available,Bearing_696,1,['MAKE_1']
Not Available,Bearing_699,1,['MAKE_2']
Not Available,Bearing_7,1,['MAKE_1']
Not Available,Bearing_70,1,['MAKE_1']
Not Available,Bearing_701,1,['MAKE_1']
Not Available,Bearing_702,1,['MAKE_1']
Not Available,Bearing_703,1,['MAKE_1']
Not Available,Bearing_704,1,['MAKE_1']
Not Available,Bearing_705,1,['MAKE_17']
Not Available,Bearing_706,1,['MAKE_1']
Not Available,Bearing_707,1,['MAKE_4']
Not Available,Bearing_708,1,['MAKE_4']
Not Available,Bearing_71,1,['MAKE_4']
Not Available,Bearing_710,1,['MAKE_4']
Not Available,Bearing_712,1,['MAKE_1']
Not Available,Bearing_713,1,['MAKE_1']
Not Available,Bearing_715,1,['MAKE_7']
Not Available,Bearing_716,1,['MAKE_4']
Not Available,Bearing_717,1,['MAKE_1']
Not Available,Bearing_718,1,['MAKE_1']
Not Available,Bearing_719,1,['MAKE_1']
Not Available,Bearing_72,1,['MAKE_1']
Not Available,Bearing_722,1,['MAKE_8']
Not Available,Bearing_724,1,['MAKE_1']
Not Available,Bearing_725,1,['MAKE_1']
Not Available,Bearing_729,1,['MAKE_4']
Not Available,Bearing_73,1,['MAKE_1']
Not Available,Bearing_731,1,['MAKE_4']
Not Available,Bearing_732,1,['MAKE_1']
Not Available,Bearing_733,1,['MAKE_4']
Not Available,Bearing_734,1,['MAKE_4']
Not Available,Bearing_735,1,['MAKE_1']
Not Available,Bearing_736,1,['MAKE_1']
Not Available,Bearing_737,1,['MAKE_1']
Not Available,Bearing_738,1,['MAKE_8']
Not Available,Bearing_74,1,['MAKE_1']
Not Available,Bearing_743,1,['MAKE_4']
Not Available,Bearing_744,1,['MAKE_1']
Not Available,Bearing_745,1,['MAKE_1']
Not Available,Bearing_746,1,['MAKE_1']
Not Available,Bearing_747,1,['MAKE_9']
Not Available,Bearing_748,1,['MAKE_4']
Not Available,Bearing_749,1,['MAKE_4']
Not Available,Bearing_75,1,['MAKE_7']
Not Available,Bearing_750,1,['MAKE_1']
Not Available,Bearing_76,1,['MAKE_4']
Not Available,Bearing_77,1,['MAKE_5']
Not Available,Bearing_78,1,['MAKE_1']
Not Available,Bearing_79,1,['MAKE_4']
Not Available,Bearing_8,1,['MAKE_1']
Not Available,Bearing_80,1,['MAKE_7']
Not Available,Bearing_81,1,['MAKE_4']
Not Available,Bearing_82,1,['MAKE_1']
Not Available,Bearing_84,1,['MAKE_1']
Not Available,Bearing_85,1,['MAKE_1']
Not Available,Bearing_86,1,['MAKE_1']
Not Available,Bearing_87,1,['MAKE_4']
Not Available,Bearing_88,1,['MAKE_1']
Not Available,Bearing_89,1,['MAKE_4']
Not Available,Bearing_9,1,['MAKE_3']
Not Available,Bearing_90,1,['MAKE_1']
Not Available,Bearing_91,1,['MAKE_1']
Not Available,Bearing_92,1,['MAKE_3']
Not Available,Bearing_93,1,['MAKE_1']
Not Available,Bearing_94,1,['MAKE_1']
Not Available,Bearing_95,1,['MAKE_4']
Not Available,Bearing_96,1,['MAKE_1']
Not Available,Bearing_98,1,['MAKE_1']
Not Available,Bearing_99,1,['MAKE_1']
Ring Oil & Flooded Lubrication,Bearing_190,1,['MAKE_1']
Self Lubrication,Bearing_100,1,['MAKE_4']
Self Lubrication,Bearing_226,1,['MAKE_4']
Self Lubrication,Bearing_280,1,['MAKE_1']
Self Lubrication,Bearing_294,1,['MAKE_1']
Self Lubrication,Bearing_302,1,['MAKE_4']
Self Lubrication,Bearing_361,1,['MAKE_4']
Self Lubrication,Bearing_379,1,['MAKE_1']
Self Lubrication,Bearing_383,1,['MAKE_9']
Self Lubrication,Bearing_387,1,['MAKE_4']
Self Lubrication,Bearing_571,1,['MAKE_5']
Self Lubrication,Bearing_591,1,['MAKE_4']
Self Lubrication,Bearing_628,1,['MAKE_7']
Self Lubrication,Bearing_643,1,['MAKE_1']
Self Lubrication,Bearing_711,1,['MAKE_4']
Self Lubrication,Bearing_739,1,['MAKE_1']
Self Lubrication,Bearing_77,1,['MAKE_5']
Shield/Sealed Bearing,Bearing_155,1,['MAKE_4']
Shield/Sealed Bearing,Bearing_157,1,['MAKE_1']
Shield/Sealed Bearing,Bearing_183,1,['MAKE_4']
Shield/Sealed Bearing,Bearing_184,1,['MAKE_1']
Shield/Sealed Bearing,Bearing_186,1,['MAKE_7']
Shield/Sealed Bearing,Bearing_188,1,['MAKE_7']
Shield/Sealed Bearing,Bearing_20,1,['MAKE_4']
Shield/Sealed Bearing,Bearing_203,1,['MAKE_1']
Shield/Sealed Bearing,Bearing_219,1,['MAKE_1']
Shield/Sealed Bearing,Bearing_228,1,['MAKE_1']
Shield/Sealed Bearing,Bearing_505,1,['MAKE_4']
Shield/Sealed Bearing,Bearing_662,1,['MAKE_1']
Shield/Sealed Bearing,Bearing_721,1,['MAKE_1']
Splash Oil Feed Lubrication,Bearing_111,1,['MAKE_1']
Splash Oil Feed Lubrication,Bearing_224,1,['MAKE_12']
Splash Oil Feed Lubrication,Bearing_41,1,['MAKE_1']
Splash Oil Feed Lubrication,Bearing_427,1,['MAKE_1']
